date,ticker,prev_close,price_1030,gain_1030,cum_vol_1030,vwap_1030,read,C1,C2,C3,C4,E1,E2,E3,E4,entry_open_1030,close_eod,outcome_pct,n_slice_bars,active_proxy,boundary_leak_zone
2025-08-08,NEGG,59.44,79,0.3291,711222,73.3557,CONT,1,1,1,1,0,0,0,0,79.0365,79.979,0.0119,12,1,0
2025-08-08,ORIS,7.208,10.21,0.4165,3062060,13.1603,EX,0,0,0,0,1,1,1,0,10.19,10.53,0.0334,12,1,0
2025-08-08,PAPL,2.82,4.5888,0.6272,23152305,4.5982,UNC,0,1,1,1,1,0,1,1,4.5817,4.83,0.0542,12,1,0
2025-08-08,SGBX,18.43,26,0.4107,1624991,25.2082,UNC,1,1,0,1,0,1,1,0,26.01,25.27,-0.0285,12,0,0
2025-08-11,BJDX,5.6,7.96,0.4214,7154918,8.0865,UNC,0,1,1,1,1,1,1,0,7.96,7.48,-0.0603,12,1,0
2025-08-11,BMNR,51.43,67.065,0.304,45050656,62.1787,CONT,1,1,1,1,0,0,1,0,67.0622,59.18,-0.1175,12,1,0
2025-08-11,IMXI,9.28,15.115,0.6288,1820349,15.0971,UNC,1,1,0,0,0,1,1,0,15.115,14.92,-0.0129,12,1,0
2025-08-11,TLS,2.38,3.4312,0.4417,6068122,3.2526,CONT,1,1,1,1,0,0,0,0,3.435,3.88,0.1295,12,1,0
2025-08-12,ATNF,3.34,5.38,0.6108,33070477,5.5852,EX,0,1,0,0,1,1,1,1,5.3799,10.2381,0.903,12,0,0
2025-08-12,DDD,1.76,2.29,0.3011,9285171,2.1367,CONT,1,1,1,1,0,0,1,0,2.28,2.29,0.0044,12,1,0
2025-08-12,PRPH,2.817,3.724,0.322,13460501,4.0438,EX,0,0,1,0,1,0,1,1,3.738,3.52,-0.0583,12,0,0
2025-08-12,RMBL,2,3.218,0.609,27244370,3.2017,CONT,1,1,1,1,0,0,1,0,3.218,3.2299,0.0037,12,0,0
2025-08-12,WOW,3.38,5.05,0.4941,14527285,5.0441,UNC,1,1,1,1,0,1,1,0,5.045,5.04,-0.001,12,0,0
2025-08-13,ATNF,10.24,15.72,0.5352,26123204,15.8393,UNC,0,1,1,0,1,0,0,0,15.75,10.77,-0.3162,12,0,0
2025-08-13,BSLK,2.18,4.94,1.2661,34427739,4.0731,CONT,1,1,1,1,0,0,0,0,4.93,14,1.8398,12,0,0
2025-08-13,EDIT,2.29,2.9901,0.3057,3092855,2.8531,CONT,1,1,1,1,0,0,0,0,2.9906,3.085,0.0316,12,1,0
2025-08-13,GBIO,4.05,5.8499,0.4444,2635875,5.6858,CONT,1,1,1,1,0,0,1,0,5.84,6.5801,0.1267,12,0,0
2025-08-13,MNTS,19.81,29.59,0.4937,6544145,35.5884,EX,0,0,0,0,1,1,1,0,29.63,33.92,0.1448,12,1,0
2025-08-13,SPNS,29.5,42.49,0.4403,9473857,42.5667,EX,0,0,0,0,1,1,1,0,42.485,42.555,0.0016,12,0,0
2025-08-13,WBTN,9.36,16.4076,0.7529,5439603,15.0794,CONT,1,1,1,1,0,0,1,0,16.4452,16.93,0.0295,12,1,0
