date,ticker,prev_close,price_1030,gain_1030,cum_vol_1030,vwap_1030,read,C1,C2,C3,C4,E1,E2,E3,E4,entry_open_1030,close_eod,outcome_pct,n_slice_bars,active_proxy,boundary_leak_zone,catalyst,overnight_gap,intraday_push,rvol_1030,dollar_vol_m,mins_to_high,vwap_dist,dow,spy_am
2025-09-17,IPM,1.93,2.5145,0.3028,9382657,2.5934,UNC,0,1,1,0,1,1,1,0,2.5101,2.4187,-0.0364,12,1,0,CONTRACT_PARTNER,0.3316,-0.0216,512.4,23.6,0,-0.0304,2,-0.00129
2025-09-17,NFE,2.0,2.64,0.32,37842734,2.6589,EX,0,1,0,0,1,1,1,0,2.645,2.175,-0.1777,12,1,0,CONTRACT_PARTNER,0.385,-0.0469,1.5,99.9,0,-0.0071,2,-0.00129
2025-09-17,SPRC,16.56,42.21,1.5489,7340046,47.0124,UNC,0,1,1,0,1,1,1,0,42.14,40.41,-0.0411,12,1,0,FDA_CLINICAL,1.0326,0.254,45.3,309.8,10,-0.1022,2,-0.00129
2025-09-17,SQFT,6.07,8.15,0.3427,864207,7.919,UNC,1,1,1,1,0,1,1,0,8.11,8.94,0.1023,12,1,0,OTHER_NEWS,0.3888,-0.0332,50.0,7.0,0,0.0292,2,-0.00129
2025-09-18,AERT,4.541,7.031,0.5483,14303861,8.1413,EX,0,1,0,0,1,1,1,1,7.031,7.367,0.0478,12,1,0,CONTRACT_PARTNER,0.5173,0.0205,512.4,100.6,10,-0.1364,3,0.00379
2025-09-18,APVO,25.38,40.5,0.5957,1587402,42.4083,UNC,0,1,0,0,1,1,0,0,40.67,35.46,-0.1281,12,1,0,FDA_CLINICAL,0.7872,-0.1071,2.2,64.3,0,-0.045,3,0.00379
2025-09-18,ETNB,8.08,15.0189,0.8588,19633225,14.994,UNC,1,1,1,1,0,1,0,1,15.02,14.965,-0.0037,12,0,0,MERGER_ACQ,0.854,0.0026,15.8,294.9,0,0.0017,3,0.00379
2025-09-18,INTW,2.839,4.369,0.5389,23836072,4.2603,UNC,1,1,0,1,0,1,1,0,4.37,4.136,-0.0535,12,1,0,NO_NEWS_PRE1030,0.5502,-0.0073,3.5,104.1,0,0.0255,3,0.00379
2025-09-18,LASE,2.8,3.66,0.3071,22796323,3.7517,EX,0,0,0,0,1,1,1,0,3.67,4.7092,0.2832,12,1,0,OTHER_NEWS,0.4214,-0.0804,18.8,83.4,0,-0.0244,3,0.00379
2025-09-18,NVNI,8.051,11.0,0.3663,1529504,10.4712,UNC,1,1,0,1,0,1,1,0,10.95,8.991,-0.1789,12,1,0,OTHER_NEWS,0.1303,0.2088,4.8,16.8,15,0.0505,3,0.00379
2025-09-18,PBM,23.25,30.31,0.3037,1748847,31.8818,UNC,0,1,1,0,1,1,1,0,30.31,33.09,0.0917,12,1,0,OTHER_NEWS,0.2017,0.0848,67.2,53.0,5,-0.0493,3,0.00379
2025-09-19,AGMH,2.23,10.82,3.852,58253512,8.9,CONT,1,1,1,1,0,0,0,1,10.8514,10.19,-0.061,12,1,0,EARNINGS,2.1345,0.5479,22.2,630.3,50,0.2157,4,-0.00062
2025-09-19,FATN,6.01,8.49,0.4126,993984,7.9437,CONT,1,1,1,1,0,0,0,0,8.4891,8.9,0.0484,12,1,0,OTHER_NEWS,0.1879,0.1892,92.8,8.4,55,0.0688,4,-0.00062
2025-09-19,OKLL,58.06,79.05,0.3615,1471238,72.0128,UNC,1,1,1,1,0,0,1,1,79.36,91.64,0.1547,12,1,0,NO_NEWS_PRE1030,0.0711,0.2711,1.0,116.3,55,0.0977,4,-0.00062
2025-09-19,ZOOZ,46.6,62.1,0.3326,680398,74.7546,EX,0,0,0,0,1,1,1,0,62.0,49.8,-0.1968,12,1,0,OFFERING,0.9614,-0.3206,16.4,42.3,0,-0.1693,4,-0.00062
2025-09-22,AGRI,2.41,6.22,1.5809,34600730,7.4901,EX,0,0,0,0,1,1,1,0,6.22,5.69,-0.0852,12,0,0,FDA_CLINICAL,2.0083,-0.1421,269.3,215.2,15,-0.1696,0,0.00284
2025-09-22,ARBB,6.25,8.62,0.3792,1101309,8.988,EX,0,1,0,0,1,1,1,0,8.605,10.24,0.19,12,1,0,FDA_CLINICAL,0.32,0.0448,1.9,9.5,5,-0.0409,0,0.00284
2025-09-22,BKKT,10.44,14.2773,0.3676,3983885,13.2376,UNC,1,1,0,1,0,1,1,0,14.23,14.68,0.0316,12,1,0,OTHER_NEWS,0.3697,-0.0016,3.1,56.9,0,0.0785,0,0.00284
2025-09-22,BOXL,56.16,252.0,3.4872,1918663,284.4203,UNC,0,1,1,0,1,1,1,0,252.54,171.18,-0.3222,12,1,0,FDA_CLINICAL,2.8782,0.157,14.7,483.5,10,-0.114,0,0.00284
2025-09-22,HOUS,7.07,11.215,0.5863,9607938,11.1578,UNC,1,1,0,0,0,1,1,0,11.215,10.295,-0.082,12,0,0,FDA_CLINICAL,0.5587,0.0177,6.2,107.8,0,0.0051,0,0.00284
2025-09-22,KOD,9.53,13.45,0.4113,1086007,12.2422,CONT,1,1,1,1,0,0,0,1,13.53,15.0,0.1086,12,1,0,FDA_CLINICAL,0.0493,0.345,2.9,14.6,55,0.0987,0,0.00284
2025-09-22,MBX,10.0,24.05,1.405,6384504,23.4719,CONT,1,1,1,1,0,0,1,0,24.24,20.0,-0.1749,12,1,0,FDA_CLINICAL,1.24,0.0737,10.9,153.5,30,0.0246,0,0.00284
2025-09-22,MTSR,33.32,54.2978,0.6296,5535161,53.6294,UNC,1,1,1,1,0,1,1,1,54.3,53.53,-0.0142,12,0,0,FDA_CLINICAL,0.5771,0.0333,2.0,300.5,10,0.0125,0,0.00284
2025-09-22,NVNI,9.0,12.31,0.3678,723676,11.2074,CONT,1,1,1,1,0,0,0,0,12.35,14.58,0.1806,12,1,0,NO_NEWS_PRE1030,0.0889,0.2561,1.1,8.9,55,0.0984,0,0.00284
2025-09-22,ODP,20.82,27.835,0.3369,1928091,27.699,CONT,1,1,1,1,0,0,1,0,27.83,27.7,-0.0047,12,0,1,FDA_CLINICAL,0.3314,0.0041,3.7,53.7,55,0.0049,0,0.00284
2025-09-22,ORIS,12.68,19.9,0.5694,1960268,20.2836,UNC,0,1,1,1,1,0,1,0,19.9,17.26,-0.1327,12,1,0,FDA_CLINICAL,0.2618,0.2437,6.0,39.0,30,-0.0189,0,0.00284
2025-09-22,PRO,16.41,22.965,0.3995,4790129,22.9625,UNC,1,1,0,0,0,1,0,1,22.965,23.015,0.0022,12,0,0,FDA_CLINICAL,0.3998,-0.0002,4.9,110.0,0,0.0001,0,0.00284
2025-09-22,QLGN,2.84,6.86,1.4155,7575002,7.4311,EX,0,0,0,0,1,1,1,0,6.8944,5.5,-0.2023,12,0,0,FDA_CLINICAL,1.9225,-0.1735,6.8,52.0,0,-0.0769,0,0.00284
2025-09-23,GLTO,3.0,4.1401,0.38,5447804,4.3721,EX,0,1,0,0,1,1,1,1,4.1492,4.22,0.0171,12,0,0,OTHER_NEWS,0.53,-0.098,18.4,22.6,5,-0.0531,1,-0.00013
2025-09-23,IBG,9.227,18.19,0.9714,3256502,24.7189,EX,0,0,0,0,1,1,1,0,18.19,18.92,0.0401,12,1,0,MERGER_ACQ,1.8449,-0.307,122.2,59.2,20,-0.2641,1,-0.00013
2025-09-23,IPDN,2.86,3.91,0.3671,13916772,4.5999,EX,0,0,0,0,1,1,1,0,3.9,4.77,0.2231,12,1,0,FDA_CLINICAL,0.4685,-0.069,13.1,54.4,10,-0.15,1,-0.00013
2025-09-23,SLE,39.36,103.56,1.6311,2410225,116.9032,UNC,0,1,1,0,1,0,1,0,103.08,102.0,-0.0105,12,1,0,FDA_CLINICAL,1.3537,0.1179,25.2,249.6,35,-0.1141,1,-0.00013
2025-09-23,SSKN,1.7,2.78,0.6353,21902992,2.6412,CONT,1,1,1,1,0,0,0,1,2.775,2.58,-0.0703,12,0,0,EARNINGS,0.4824,0.1032,21.3,60.9,55,0.0526,1,-0.00013
2025-09-24,CLPT,12.16,18.5699,0.5271,3517770,17.9057,UNC,1,1,1,1,0,1,1,1,18.6,19.3,0.0376,12,1,0,OTHER_NEWS,0.3388,0.1407,10.4,65.3,25,0.0371,2,-0.00194
2025-09-24,DBGI,4.375,5.835,0.3337,1430522,5.7591,UNC,1,1,0,1,0,0,1,1,5.835,6.9,0.1825,12,1,0,OFFERING,0.0971,0.2156,2.3,8.3,35,0.0132,2,-0.00194
2025-09-24,IDAI,3.0,3.93,0.31,14700311,4.2278,UNC,0,1,0,1,1,0,0,0,3.93,3.37,-0.1425,10,1,0,AI,0.0,0.31,29.9,57.8,35,-0.0704,2,-0.00194
2025-09-24,LAC,3.07,5.8381,0.9017,113879515,5.6752,CONT,1,1,1,1,0,0,1,0,5.8349,6.0026,0.0287,12,1,0,OFFERING,0.6466,0.1549,9.2,664.8,30,0.0287,2,-0.00194
2025-09-24,QURE,13.66,39.7,1.9063,18218797,39.7024,EX,0,1,0,0,1,1,1,0,39.6877,47.5528,0.1982,12,1,0,FDA_CLINICAL,1.8909,0.0053,12.0,723.3,15,-0.0001,2,-0.00194
2025-09-24,SHFS,3.26,7.066,1.1675,9542307,7.9408,EX,0,0,0,0,1,1,1,0,7.08,7.25,0.024,12,1,0,CONTRACT_PARTNER,1.635,-0.1774,6.8,67.4,5,-0.1102,2,-0.00194
2025-09-24,YAAS,5.976,8.152,0.3641,1718114,8.8433,EX,0,0,0,0,1,1,1,0,8.168,8.392,0.0274,12,1,0,MERGER_ACQ,0.66,-0.1782,1.0,14.0,0,-0.0782,2,-0.00194
2025-09-25,EVAX,3.3,4.42,0.3394,16978038,4.3501,CONT,1,1,0,1,0,0,0,0,4.4,4.53,0.0295,12,1,0,OTHER_NEWS,0.3,0.0303,264.4,75.0,50,0.0161,3,0.00076
2025-09-25,PEPG,2.66,5.02,0.8872,21707492,5.5925,EX,0,0,1,0,1,1,1,0,5.03,5.825,0.1581,12,1,0,OFFERING,1.218,-0.1492,5.0,109.0,0,-0.1024,3,0.00076
2025-09-25,PSTV,10.11,13.38,0.3234,3362346,14.0241,EX,0,0,0,0,1,1,1,0,13.38,14.25,0.065,12,1,0,CONTRACT_PARTNER,0.5381,-0.1395,15.1,45.0,0,-0.0459,3,0.00076
2025-09-25,SPRC,34.47,74.43,1.1593,5007883,62.9791,UNC,1,1,1,1,0,0,1,1,74.61,55.35,-0.2581,12,1,0,OTHER_NEWS,0.4569,0.4821,3.2,372.7,40,0.1818,3,0.00076
2025-09-26,AQMS,4.92,6.4621,0.3134,14091920,7.2023,UNC,0,1,1,0,1,0,0,0,6.45,7.1,0.1008,12,1,0,OTHER_NEWS,0.0061,0.3055,6.6,91.1,50,-0.1028,4,-0.00111
2025-09-26,BIAF,3.41,5.48,0.607,32787247,6.2065,EX,0,0,0,0,1,1,1,1,5.48,5.28,-0.0365,12,1,0,OTHER_NEWS,0.8123,-0.1133,34.4,179.7,0,-0.1171,4,-0.00111
2025-09-26,MRM,1.45,3.03,1.0897,19478457,3.5893,EX,0,0,0,0,1,1,1,0,3.025,2.94,-0.0281,12,1,0,OTHER_NEWS,1.9172,-0.2837,5.7,59.0,0,-0.1558,4,-0.00111
2025-09-26,NUAI,1.38,2.01,0.4565,34030940,1.8584,CONT,1,1,0,1,0,0,0,1,2.015,1.8509,-0.0814,12,1,0,OTHER_NEWS,0.2464,0.1686,0.6,68.4,55,0.0816,4,-0.00111
2025-09-26,WAI,3.16,4.49,0.4209,2377810,4.5307,EX,0,0,0,0,1,1,1,0,4.5,4.7,0.0444,12,1,0,AI,0.5823,-0.102,7.5,10.7,0,-0.009,4,-0.00111
2025-09-29,BKKT,17.95,23.45,0.3064,2473213,22.2819,CONT,1,1,1,1,0,0,0,0,23.5283,25.54,0.0855,12,1,0,NO_NEWS_PRE1030,0.0613,0.231,0.5,58.0,50,0.0524,0,0.0006
2025-09-29,BQ,2.926,5.3599,0.8318,3142875,4.8897,CONT,1,1,1,1,0,0,0,0,5.36,9.98,0.8619,11,1,0,NO_NEWS_PRE1030,0.0219,0.7926,88.9,16.8,50,0.0962,0,0.0006
2025-09-29,DFLI,5.235,7.09,0.3543,6815777,7.3907,UNC,0,1,1,0,1,1,1,0,7.09,6.642,-0.0632,12,1,0,FDA_CLINICAL,0.3194,0.0265,2.8,48.3,5,-0.0407,0,0.0006
2025-09-29,DWTX,5.52,7.5654,0.3705,16150888,8.6146,EX,0,0,0,0,1,1,1,1,7.57,7.9424,0.0492,12,1,0,FDA_CLINICAL,0.538,-0.1089,631.8,122.2,10,-0.1218,0,0.0006
2025-09-29,JFB,3.425,5.6,0.635,17803904,5.9137,UNC,0,1,1,0,1,0,1,0,5.592,6.338,0.1334,12,1,0,FDA_CLINICAL,0.6292,0.0036,8.8,99.7,30,-0.053,0,0.0006
2025-09-29,MRUS,68.89,93.965,0.364,12943023,94.2413,EX,0,0,0,0,1,1,1,1,93.965,93.69,-0.0029,12,0,0,FDA_CLINICAL,0.3707,-0.0049,20.8,1216.2,0,-0.0029,0,0.0006
2025-09-29,MSOX,6.06,8.45,0.3944,1553352,8.318,CONT,1,1,1,1,0,0,1,0,8.44,9.23,0.0936,12,1,0,NO_NEWS_PRE1030,0.3828,0.0084,1.6,13.1,30,0.0159,0,0.0006
2025-09-29,MSS,9.55,21.2,1.2199,2603534,27.7058,EX,0,0,0,0,1,1,1,0,21.2,11.41,-0.4618,12,1,0,OFFERING,2.9686,-0.4406,23.3,55.2,0,-0.2348,0,0.0006
2025-09-29,NUAI,1.84,2.4501,0.3316,31515594,2.3217,UNC,1,1,1,1,0,0,1,1,2.45,2.4959,0.0187,12,1,0,NO_NEWS_PRE1030,0.0571,0.2597,0.5,77.2,50,0.0553,0,0.0006
2025-09-29,POAI,11.63,21.0,0.8057,1432896,24.8043,EX,0,1,0,0,1,1,1,0,21.0,17.87,-0.149,12,0,0,OFFERING,1.7601,-0.3458,62.1,30.1,0,-0.1534,0,0.0006
2025-09-29,PSTV,15.43,20.37,0.3202,1431050,19.201,CONT,1,1,1,1,0,0,0,0,20.37,20.75,0.0187,12,1,0,FDA_CLINICAL,0.304,0.0124,0.7,29.2,55,0.0609,0,0.0006
2025-09-29,SCOR,6.12,9.1132,0.4891,1173852,8.934,UNC,1,1,1,1,0,1,1,1,9.2,8.85,-0.038,12,1,0,FDA_CLINICAL,0.3399,0.1114,254.2,10.7,25,0.0201,0,0.0006
2025-09-29,STKH,4.3348,5.68,0.3103,2434815,6.2039,EX,0,1,0,0,1,1,1,0,5.6935,6.5,0.1417,12,1,0,OTHER_NEWS,0.4303,-0.0839,2.2,13.8,25,-0.0844,0,0.0006
2025-09-29,TLRY,11.5,16.29,0.4165,11274301,15.3962,CONT,1,1,1,1,0,0,1,0,16.25,18.59,0.144,12,1,0,OTHER_NEWS,0.1783,0.2022,2.7,183.7,55,0.0581,0,0.0006
2025-09-30,ANAB,23.27,31.97,0.3739,1472746,30.132,CONT,1,1,1,1,0,0,0,0,31.7241,30.61,-0.0351,12,1,0,FDA_CLINICAL,0.1001,0.2488,2.3,47.1,55,0.061,1,-9e-05
2025-09-30,BENF,2.927,5.36,0.8312,9990963,4.7525,CONT,1,1,1,1,0,0,0,0,5.358,7.63,0.424,12,1,0,EARNINGS,0.7403,0.0522,22.4,53.6,55,0.1278,1,-9e-05
2025-09-30,CRE,9.0,12.0,0.3333,1914448,12.9144,EX,0,0,0,0,1,1,1,0,12.06,11.58,-0.0398,12,1,0,NO_NEWS_PRE1030,0.48,-0.0991,7.4,23.0,10,-0.0708,1,-9e-05
2025-09-30,IBG,15.75,21.36,0.3562,4297922,22.757,UNC,0,1,1,0,1,0,1,0,21.35,21.85,0.0234,12,1,0,NO_NEWS_PRE1030,0.273,0.0653,4.2,91.8,30,-0.0614,1,-9e-05
2025-09-30,SPRC,40.14,55.71,0.3879,1864277,58.5005,EX,0,1,0,0,1,1,1,0,55.71,54.17,-0.0276,12,1,0,FDA_CLINICAL,0.3184,0.0527,0.7,103.9,20,-0.0477,1,-9e-05
2025-09-30,ZURA,2.99,4.1501,0.388,16775041,4.2214,UNC,0,1,1,1,1,0,0,1,4.15,4.3212,0.0413,12,1,0,ANALYST,0.0719,0.2949,5.6,69.6,50,-0.0169,1,-9e-05
2025-10-01,AKAN,97.99,161.1,0.644,608933,179.5302,CONT,0,1,1,1,1,0,0,0,165.15,75.6,-0.5422,11,1,0,FDA_CLINICAL,0.0654,0.5431,68.0,98.1,45,-0.1027,2,0.00357
2025-10-01,RVYL,10.36,18.37,0.7732,1418186,17.3339,CONT,1,1,1,1,0,0,0,0,18.38,17.87,-0.0277,12,0,0,MERGER_ACQ,0.6969,0.0449,6.4,26.1,55,0.0598,2,0.00357
2025-10-02,CIGL,2.57,3.7996,0.4784,9039547,3.8821,UNC,0,1,1,0,1,1,1,1,3.7912,4.505,0.1883,12,0,0,FDA_CLINICAL,0.4942,-0.0105,8.1,34.3,0,-0.0213,3,-0.00262
2025-10-02,TSHA,3.18,4.5201,0.4214,51094261,4.4377,UNC,1,1,1,1,0,0,1,1,4.5257,4.88,0.0783,12,1,0,FDA_CLINICAL,0.2689,0.1202,9.7,231.0,35,0.0186,3,-0.00262
2025-10-03,ANRO,4.41,6.93,0.5714,27177294,6.3112,CONT,1,1,1,1,0,0,0,0,6.94,6.89,-0.0072,12,1,0,FDA_CLINICAL,0.0794,0.4559,274.1,188.3,55,0.098,4,0.0021
2025-10-03,ASNS,3.7,6.531,0.7651,8405838,6.3797,UNC,1,0,0,1,0,0,0,0,6.531,6.3,-0.0354,12,0,0,CONTRACT_PARTNER,0.787,-0.0123,13.0,54.9,45,0.0237,4,0.0021
2025-10-03,ASTC,4.81,6.3861,0.3277,24056821,7.3637,UNC,0,1,1,0,1,1,1,0,6.395,5.87,-0.0821,12,1,0,OTHER_NEWS,0.2973,0.0234,633.5,153.6,10,-0.1328,4,0.0021
2025-10-03,BNAI,3.55,5.067,0.4273,3988804,5.1347,UNC,0,1,1,0,1,0,1,0,5.065,6.06,0.1964,12,1,0,OTHER_NEWS,0.4006,0.0191,10.8,20.2,45,-0.0132,4,0.0021
2025-10-03,EPSM,15.08,28.33,0.8786,1373597,22.9863,CONT,1,1,1,1,0,0,0,0,30.59,26.67,-0.1281,11,1,0,OTHER_NEWS,0.0279,0.8277,1.1,38.9,50,0.2325,4,0.0021
2025-10-03,QUBX,123.7,172.85,0.3973,617191,166.6018,UNC,1,1,1,1,0,1,1,0,173.15,180.5,0.0424,12,1,0,NO_NEWS_PRE1030,0.1686,0.1958,1.5,106.7,20,0.0375,4,0.0021
2025-10-03,XELB,5.19,7.29,0.4046,3701156,7.3355,UNC,0,1,1,0,1,1,1,1,7.291,7.14,-0.0207,12,1,0,CONTRACT_PARTNER,0.3295,0.0565,8.9,27.0,15,-0.0062,4,0.0021
2025-10-06,AMDL,10.66,16.6101,0.5582,38298171,17.0814,EX,0,1,0,0,1,1,1,0,16.615,15.71,-0.0545,12,1,0,NO_NEWS_PRE1030,0.7495,-0.1094,1.3,636.1,0,-0.0276,0,-0.00166
2025-10-06,ARBK,90.29,176.8,0.9581,509096,171.877,UNC,1,1,1,1,0,1,1,0,177.36,176.58,-0.0044,12,1,0,NO_NEWS_PRE1030,0.5839,0.2363,17.1,90.0,25,0.0286,0,-0.00166
2025-10-06,CRML,7.98,13.15,0.6479,33517015,13.1885,UNC,0,1,1,1,1,0,1,0,13.1558,11.57,-0.1205,12,1,0,FDA_CLINICAL,0.4386,0.1455,5.2,440.7,40,-0.0029,0,-0.00166
2025-10-06,IONR,4.75,7.01,0.4758,2598759,7.2254,UNC,0,1,0,0,1,0,0,0,7.0293,6.53,-0.071,12,1,0,OTHER_NEWS,0.2579,0.1732,9.6,18.2,45,-0.0298,0,-0.00166
2025-10-06,SOPA,1.41,2.7813,0.9726,29056217,3.0971,EX,0,0,0,0,1,1,1,0,2.785,5.298,0.9023,12,0,0,OTHER_NEWS,1.2553,-0.1254,55.6,80.8,15,-0.102,0,-0.00166
2025-10-06,SPRB,8.82,41.44,3.6984,4173256,36.8805,UNC,1,0,0,1,0,1,0,0,44.0,152.52,2.4664,10,1,0,FDA_CLINICAL,2.9422,0.1918,211.4,172.9,15,0.1236,0,-0.00166
2025-10-06,STEX,5.24,6.9012,0.317,2385348,6.4776,CONT,1,1,1,1,0,0,1,0,6.91,6.31,-0.0868,12,1,0,OTHER_NEWS,0.105,0.1919,2.5,16.5,55,0.0654,0,-0.00166
2025-10-07,BJDX,6.2,8.06,0.3,3743362,9.2029,UNC,0,0,1,0,1,0,1,0,8.08,8.68,0.0743,12,1,0,FDA_CLINICAL,0.2645,0.0281,104.1,30.2,30,-0.1242,1,-0.0019
2025-10-07,BNAI,5.041,7.57,0.5017,3127462,7.3258,CONT,1,1,1,1,0,0,0,0,7.568,6.81,-0.1002,12,1,0,OTHER_NEWS,0.0095,0.4875,1.2,23.7,45,0.0333,1,-0.0019
2025-10-07,BQ,16.0,30.57,0.9106,927227,25.4201,CONT,1,1,1,1,0,0,0,0,31.0,12.0001,-0.6129,12,1,0,OTHER_NEWS,-0.0725,1.06,0.1,28.3,55,0.2026,1,-0.0019
2025-10-07,GLTO,3.71,24.44,5.5876,8606286,26.3698,EX,0,1,0,0,1,1,1,0,24.45,17.99,-0.2642,12,0,0,EARNINGS,5.7089,-0.0181,1.5,210.3,15,-0.0732,1,-0.0019
2025-10-07,TMQ,2.09,6.633,2.1737,65086883,6.7819,EX,0,1,0,0,1,1,1,1,6.6289,6.5,-0.0194,12,1,0,FDA_CLINICAL,2.4593,-0.0826,13.5,431.7,0,-0.022,1,-0.0019
2025-10-08,ACXP,4.29,7.06,0.6457,3127190,7.0349,CONT,1,1,1,1,0,0,1,0,7.06,8.11,0.1487,12,1,0,OTHER_NEWS,0.6713,-0.0153,5.7,22.1,30,0.0036,2,0.00243
2025-10-08,ATON,5.58,10.5,0.8817,4630508,11.5613,EX,0,0,0,0,1,1,1,0,10.5012,10.94,0.0418,12,0,0,OTHER_NEWS,1.3746,-0.2075,3.4,48.6,0,-0.0918,2,0.00243
2025-10-08,BIAF,2.45,3.24,0.3224,9704242,3.3741,EX,0,0,1,0,1,1,1,1,3.2499,3.02,-0.0707,12,1,0,OTHER_NEWS,0.2816,0.0318,0.9,31.4,5,-0.0397,2,0.00243
2025-10-08,BURU,2.37,3.343,0.4105,73323489,3.6765,EX,0,0,1,0,1,1,1,0,3.343,3.256,-0.026,12,1,0,MERGER_ACQ,0.4776,-0.0454,1.1,245.1,5,-0.0907,2,0.00243
2025-10-08,PCSA,9.0,13.43,0.4922,1347862,12.5314,UNC,1,1,0,1,0,1,1,0,13.41,11.97,-0.1074,12,1,0,OTHER_NEWS,0.5556,-0.0407,1.2,18.1,0,0.0717,2,0.00243
2025-10-08,SCWO,3.651,4.863,0.332,959412,4.8378,CONT,1,1,1,0,0,0,0,1,4.879,6.99,0.4327,12,1,0,OTHER_NEWS,0.3287,0.0025,6.7,4.7,50,0.0052,2,0.00243
2025-10-08,TNMG,6.598,9.024,0.3677,2063894,9.7166,UNC,0,1,1,0,1,0,1,0,9.024,9.53,0.0561,12,1,0,OTHER_NEWS,0.1246,0.2162,3.8,18.6,40,-0.0713,2,0.00243
2025-10-08,UPC,5.17,8.01,0.5493,1682990,8.3267,UNC,0,1,0,0,1,0,0,0,8.01,9.3,0.161,12,1,0,OTHER_NEWS,0.4333,0.081,13.3,13.5,45,-0.038,2,0.00243
2025-10-08,XBIO,4.29,12.45,1.9021,9540437,12.3615,CONT,1,1,1,1,0,0,0,0,12.45,10.3637,-0.1676,12,1,0,OTHER_NEWS,1.7226,0.0659,231.5,118.8,55,0.0072,2,0.00243
2025-10-08,XTLB,22.4,31.84,0.4214,544834,34.6587,UNC,0,1,1,0,1,1,1,1,32.0,34.0,0.0625,12,1,0,OTHER_NEWS,0.3286,0.0699,7.6,17.3,15,-0.0813,2,0.00243
2025-10-09,AMBO,3.57,4.9431,0.3846,700161,5.0156,UNC,0,1,0,0,1,0,0,0,4.95,5.38,0.0869,12,1,0,OTHER_NEWS,0.4594,-0.0512,1.0,3.5,50,-0.0145,3,-0.00341
2025-10-09,BAOS,3.31,4.9,0.4804,2025699,4.7812,UNC,1,1,1,1,0,1,1,0,4.9,4.832,-0.0139,12,1,0,OTHER_NEWS,0.4441,0.0251,4.0,9.9,10,0.0248,3,-0.00341
2025-10-09,BJDX,7.48,14.56,0.9465,6770220,15.4295,EX,0,0,0,0,1,1,1,0,14.58,13.12,-0.1001,12,1,0,EARNINGS,1.0267,-0.0396,6.1,98.6,0,-0.0564,3,-0.00341
2025-10-09,EPWK,3.012,4.988,0.656,8999190,5.0843,UNC,0,1,1,1,1,1,1,1,4.98,4.496,-0.0972,12,0,0,OTHER_NEWS,0.3227,0.252,14.6,44.9,25,-0.0189,3,-0.00341
2025-10-09,GLTO,10.65,14.2,0.3333,7326133,15.7197,EX,0,0,0,0,1,1,1,0,14.0938,14.6201,0.0373,12,0,0,NO_NEWS_PRE1030,0.4385,-0.0731,0.9,104.0,10,-0.0967,3,-0.00341
2025-10-09,TTRX,7.0,16.9999,1.4286,3124245,21.8533,EX,0,0,0,0,1,1,1,0,16.89,8.91,-0.4725,12,1,0,EARNINGS,2.5307,-0.3122,7.8,53.1,0,-0.2221,3,-0.00341
2025-10-10,APLX,33.04,50.0,0.5133,845349,51.7741,UNC,0,1,1,0,1,1,1,0,50.27,43.48,-0.1351,12,1,0,NO_NEWS_PRE1030,0.4921,0.0142,1.6,42.3,10,-0.0343,4,0.00064
2025-10-10,GWH,1.72,3.25,0.8895,25410541,3.4631,EX,0,0,0,0,1,1,1,0,3.2505,4.21,0.2952,12,1,0,FDA_CLINICAL,1.1105,-0.1047,18.1,82.6,0,-0.0615,4,0.00064
2025-10-10,LFS,3.11,4.0532,0.3033,944187,4.1923,EX,0,1,0,0,1,1,1,0,4.065,4.2,0.0332,12,1,0,NO_NEWS_PRE1030,0.4791,-0.1189,0.2,3.8,0,-0.0332,4,0.00064
2025-10-10,QNRX,8.16,32.18,2.9436,2893656,16.908,CONT,1,1,1,1,0,0,1,0,38.0,20.73,-0.4545,9,1,0,OFFERING,0.4767,1.6705,93.8,93.1,55,0.9032,4,0.00064
2025-10-10,SGBX,3.24,6.54,1.0185,14405572,6.0286,CONT,1,1,1,1,0,0,0,0,6.5312,6.25,-0.0431,12,0,0,FDA_CLINICAL,0.713,0.1784,23.8,94.2,55,0.0848,4,0.00064
2025-10-10,STAI,8.964,15.39,0.7169,7008156,15.2223,UNC,1,1,1,1,0,1,1,0,15.38,12.58,-0.1821,12,0,0,AI,0.2807,0.3406,75.4,107.9,10,0.011,4,0.00064
2025-10-10,YDDL,5.42,7.43,0.3708,1546444,7.8289,EX,0,1,0,0,1,1,1,1,7.395,6.77,-0.0845,12,1,0,OTHER_NEWS,0.5037,-0.0883,0.2,11.5,0,-0.051,4,0.00064
2025-10-10,YHGJ,6.0,8.3,0.3833,615369,8.4815,EX,0,1,0,0,1,1,1,0,8.26,9.38,0.1356,12,1,0,OTHER_NEWS,0.3333,0.0375,3.9,5.1,15,-0.0214,4,0.00064
2025-10-13,ABAT,6.75,9.2022,0.3633,19996570,9.2228,UNC,0,1,1,1,1,0,1,0,9.2,9.22,0.0022,12,1,0,OTHER_NEWS,0.1704,0.1648,1.2,184.0,30,-0.0022,0,0.0003
2025-10-13,CHNR,4.9771,6.93,0.3924,3087988,6.9089,UNC,1,1,0,1,0,1,1,1,7.08,6.98,-0.0141,12,1,0,NO_NEWS_PRE1030,0.302,0.0694,19.3,21.4,15,0.0031,0,0.0003
