pair,entry_date,exit_date,direction,entry,exit,pnl_pct,risk_pct,risk_adjusted_pnl_pct,hold_days,exit_reason,units
GBPUSD=X,2017-07-04 00:00:00,2017-07-10 00:00:00,-1,1.2946324348449707,1.2891249656677246,0.004062456590872751,0.007969,3.237371657266495e-05,5,time,1
GBPUSD=X,2017-08-03 00:00:00,2017-08-09 00:00:00,-1,1.322873830795288,1.2986170053482056,0.018171001024856512,0.007969,0.00014480470716708154,5,time,1
GBPUSD=X,2017-09-04 00:00:00,2017-09-11 00:00:00,-1,1.2965123653411865,1.3197661638259888,-0.018106108122966494,0.007969,-0.00014428757563192,6,stop,1
GBPUSD=X,2017-10-03 00:00:00,2017-10-09 00:00:00,-1,1.327439546585083,1.3084039688110352,0.01417420448128017,0.007969,0.00011295423551132167,5,time,1
GBPUSD=X,2017-11-03 00:00:00,2017-11-03 00:00:00,-1,1.3054488897323608,1.30532968044281,-8.389537445432412e-05,0.007969,-6.68562239026509e-07,1,reversal,1
GBPUSD=X,2017-11-06 00:00:00,2017-11-24 00:00:00,1,1.3079760074615479,1.330672025680542,0.016304133176984502,0.007969,0.0001299276372873895,14,time,1
GBPUSD=X,2017-12-05 00:00:00,2017-12-11 00:00:00,-1,1.347527265548706,1.3392080068588257,0.005989977779567087,0.007969,4.7734132925370114e-05,5,time,1
GBPUSD=X,2018-05-03 00:00:00,2018-05-09 00:00:00,1,1.357367753982544,1.3553440570831299,-0.0021009764264923736,0.007969,-1.6742681142717726e-05,5,time,1
GBPUSD=X,2018-06-05 00:00:00,2018-06-11 00:00:00,1,1.3318061828613281,1.341381549835205,0.0065535188582021755,0.007969,5.222499178101314e-05,5,time,1
GBPUSD=X,2018-07-03 00:00:00,2018-07-09 00:00:00,1,1.314077615737915,1.329787254333496,0.01131675411194866,0.007969,9.018321351811888e-05,5,time,1
GBPUSD=X,2018-08-03 00:00:00,2018-08-09 00:00:00,1,1.301574945449829,1.2881617546081543,-0.010914689792297894,0.007969,-8.697916295482193e-05,5,time,1
GBPUSD=X,2018-09-04 00:00:00,2018-09-10 00:00:00,1,1.2867859601974487,1.2930254936218262,0.004237995751668339,0.007969,3.3772588145044997e-05,5,time,1
GBPUSD=X,2018-10-03 00:00:00,2018-10-09 00:00:00,1,1.2979763746261597,1.309311866760254,0.00806945159897685,0.007969,6.430545979224653e-05,5,time,1
GBPUSD=X,2018-11-05 00:00:00,2018-11-09 00:00:00,1,1.3005592823028564,1.3066771030426025,0.004038543809979556,0.007969,3.2183155621727087e-05,5,time,1
GBPUSD=X,2018-12-04 00:00:00,2018-12-10 00:00:00,1,1.2729123830795288,1.2721028327941895,-0.0013050092504734514,0.007969,-1.0399618717022935e-05,5,time,1
GBPUSD=X,2019-01-02 00:00:00,2019-01-02 00:00:00,-1,1.2752337455749512,1.2754288911819458,-0.00030487896215021266,0.007969,-2.4295804493750447e-06,1,reversal,1
GBPUSD=X,2019-01-03 00:00:00,2019-01-09 00:00:00,1,1.251877784729004,1.2737879753112793,0.01679222604981384,0.007969,0.0001338172493909665,5,time,1
GBPUSD=X,2019-02-04 00:00:00,2019-02-04 00:00:00,-1,1.3078563213348389,1.3077365159988403,-5.596326502528543e-05,0.007969,-4.459712589864996e-07,1,reversal,1
GBPUSD=X,2019-02-05 00:00:00,2019-02-11 00:00:00,1,1.3030844926834106,1.293677806854248,-0.00792151308124495,0.007969,-6.312653774444101e-05,5,time,1
GBPUSD=X,2019-03-05 00:00:00,2019-03-11 00:00:00,1,1.3178702592849731,1.2988362312316895,-0.015145447588177664,0.007969,-0.00012069407183018781,5,time,1
GBPUSD=X,2019-04-03 00:00:00,2019-04-09 00:00:00,1,1.3125426769256592,1.306335687637329,-0.005434021924292257,0.007969,-4.3303720714684996e-05,5,time,1
GBPUSD=X,2019-05-02 00:00:00,2019-05-02 00:00:00,-1,1.305483102798462,1.3053126335144043,-1.7721348176769634e-05,0.007969,-1.4122142362067723e-07,1,reversal,1
GBPUSD=X,2019-05-03 00:00:00,2019-05-09 00:00:00,1,1.3031693696975708,1.3012022972106934,-0.002209293781568314,0.007969,-1.7605862145317897e-05,5,time,1
GBPUSD=X,2019-06-04 00:00:00,2019-06-10 00:00:00,-1,1.2663036584854126,1.2722970247268677,-0.004764719982798164,0.007969,-3.797005354291857e-05,5,time,1
GBPUSD=X,2019-07-02 00:00:00,2019-07-02 00:00:00,-1,1.2644143104553223,1.2644623517990112,-0.000191426896212184,0.007969,-1.5254809359148943e-06,1,reversal,1
GBPUSD=X,2019-07-03 00:00:00,2019-07-12 00:00:00,1,1.2597631216049194,1.2523481845855713,-0.006822202253539606,0.007969,-5.436612975845713e-05,8,time,1
GBPUSD=X,2019-08-05 00:00:00,2019-08-23 00:00:00,1,1.2149192094802856,1.2251899242401123,0.0068289213900583415,0.007969,5.4419674557374926e-05,15,time,1
GBPUSD=X,2019-10-07 00:00:00,2019-10-24 00:00:00,1,1.23350191116333,1.2923235893249512,0.046419701063021214,0.007969,0.00036991859777121605,14,time,1
GBPUSD=X,2019-11-05 00:00:00,2019-11-25 00:00:00,1,1.2886930704116821,1.2853471040725708,-0.0038764937673146597,0.007969,-3.0891778831730526e-05,15,time,1
GBPUSD=X,2019-12-03 00:00:00,2019-12-09 00:00:00,1,1.2938451766967773,1.3139568567276,0.015004039504391907,0.007969,0.00011956719081049912,5,time,1
GBPUSD=X,2020-01-03 00:00:00,2020-01-14 00:00:00,-1,1.314388632774353,1.2988194227218628,0.01164980491942048,0.007969,9.283729540286182e-05,8,time,1
GBPUSD=X,2020-02-04 00:00:00,2020-02-10 00:00:00,1,1.2997310161590576,1.2891582250595093,-0.008673676116668071,0.007969,-6.912052497372786e-05,5,time,1
GBPUSD=X,2020-03-04 00:00:00,2020-03-12 00:00:00,1,1.2821171283721924,1.2818212509155273,-0.0008779336137577233,0.007969,-6.996252968035297e-06,7,reversal,1
GBPUSD=X,2020-03-13 00:00:00,2020-03-27 00:00:00,-1,1.2572765350341797,1.2200626134872437,0.029587991258687295,0.007969,0.00023578670234047905,11,trailing_stop,1
GBPUSD=X,2020-04-03 00:00:00,2020-04-22 00:00:00,1,1.2391880750656128,1.2298610210418701,-0.008234270752519812,0.007969,-6.561890362683039e-05,14,trailing_stop,1
GBPUSD=X,2020-05-05 00:00:00,2020-05-11 00:00:00,1,1.2448184490203857,1.2417423725128174,-0.0028534645257686088,0.007969,-2.2739258805850046e-05,5,time,1
GBPUSD=X,2021-04-02 00:00:00,2021-04-02 00:00:00,1,1.383508563041687,1.383508563041687,-0.00018945983730733003,0.007969,-1.5098054435021132e-06,1,reversal,1
GBPUSD=X,2021-04-05 00:00:00,2021-04-09 00:00:00,-1,1.3829728364944458,1.373437762260437,0.0065593356672952454,0.007969,5.227134593267581e-05,5,time,1
GBPUSD=X,2021-06-02 00:00:00,2021-06-02 00:00:00,1,1.4156686067581177,1.4157087802886963,-0.00015768061720465722,0.007969,-1.2565568385039135e-06,1,reversal,1
GBPUSD=X,2021-06-03 00:00:00,2021-06-09 00:00:00,-1,1.4172135591506958,1.414987564086914,0.0012406418735968448,0.007969,9.886675090693257e-06,5,time,1
GBPUSD=X,2021-07-05 00:00:00,2021-07-09 00:00:00,-1,1.3829345703125,1.3790820837020874,0.0024556401411488966,0.007969,1.9568996284815558e-05,5,time,1
GBPUSD=X,2021-09-03 00:00:00,2021-09-09 00:00:00,-1,1.3837957382202148,1.3767657279968262,0.004746503251106373,0.007969,3.782488440806669e-05,5,time,1
GBPUSD=X,2021-11-03 00:00:00,2021-11-09 00:00:00,-1,1.361748456954956,1.3564507961273193,0.003554374826266834,0.007969,2.83248129905204e-05,5,time,1
GBPUSD=X,2022-01-04 00:00:00,2022-01-10 00:00:00,-1,1.3482794761657715,1.3592311143875122,-0.008488368118295017,0.007969,-6.7643805534693e-05,5,time,1
GBPUSD=X,2022-03-02 00:00:00,2022-03-02 00:00:00,1,1.3333333730697632,1.3335111141204834,-5.480927950842858e-05,0.007969,-4.3677514840266734e-07,1,reversal,1
GBPUSD=X,2022-03-03 00:00:00,2022-03-09 00:00:00,-1,1.3397282361984253,1.3099292516708374,0.021850798788398015,0.007969,0.0001741290155447438,5,time,1
