market,report_date,open_interest,noncomm_long,noncomm_short,net_spec,net_spec_pct_oi,published_date
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,705698,198181,202007,-3826,-0.5421582603323235,2021-11-19
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,711685,204214,220666,-16452,-2.311696888370557,2021-11-26
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,705409,191048,214288,-23240,-3.294542598690972,2021-12-03
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,716213,194869,203168,-8299,-1.158733505256118,2021-12-10
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,661711,189530,201409,-11879,-1.79519457890227,2021-12-17
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-12-21,672239,196595,206757,-10162,-1.511664750185574,2021-12-24
EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-12-28,673273,198617,205251,-6634,-0.9853358147437964,2021-12-31
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,678218,199073,200627,-1554,-0.22912986679799122,2022-01-07
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,682293,204361,198356,6005,0.880120417474604,2022-01-14
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,691882,211901,187317,24584,3.5532070497570394,2022-01-21
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,682952,213408,181848,31560,4.621115393175509,2022-01-28
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,685431,213563,183847,29716,4.3353743848760855,2022-02-04
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,700098,218973,180131,38842,5.548080411599519,2022-02-11
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,702047,217899,170318,47581,6.777466465920373,2022-02-18
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,696682,214195,154889,59306,8.512635607063194,2022-02-25
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,719975,228385,163446,64939,9.019618736761693,2022-03-04
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,738990,242683,183839,58844,7.962759983220341,2022-03-11
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,666010,202040,183246,18794,2.8218795513580877,2022-03-18
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-03-22,658817,207051,183208,23843,3.619062653210224,2022-03-25
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,662415,200043,178669,21374,3.226678139836809,2022-04-01
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-04-05,663589,210914,183544,27370,4.124540943264581,2022-04-08
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-04-12,678607,221645,182585,39060,5.755908795517877,2022-04-15
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-04-19,675939,221003,189702,31301,4.6307433067185055,2022-04-22
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-04-26,688449,222993,200792,22201,3.2247849877042456,2022-04-29
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-05-03,694926,208449,214827,-6378,-0.9177955638442079,2022-05-06
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-05-10,705046,228230,211701,16529,2.3443860400597973,2022-05-13
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-05-17,706712,230770,210431,20339,2.8779757524988963,2022-05-20
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-05-24,708938,237072,198142,38930,5.491312357357061,2022-05-27
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-05-31,706317,236553,184281,52272,7.400643054039476,2022-06-03
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-06-07,730667,230248,179705,50543,6.917378231123069,2022-06-10
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-06-14,668164,206986,213004,-6018,-0.9006770792799372,2022-06-17
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-06-21,671718,195554,211159,-15605,-2.323147511306828,2022-06-24
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-06-28,671472,189414,200010,-10596,-1.5780255915362071,2022-07-01
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-07-05,673772,197138,213990,-16852,-2.5011428198262915,2022-07-08
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-07-12,682031,197240,222484,-25244,-3.701298034840059,2022-07-15
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-07-19,694106,195875,238620,-42745,-6.158281299974355,2022-07-22
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-07-26,694099,198041,239625,-41584,-5.991076200945399,2022-07-29
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-08-02,683883,191692,230503,-38811,-5.675093546703164,2022-08-05
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-08-09,692398,200088,234624,-34536,-4.9878826917466546,2022-08-12
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-08-16,698570,199226,242010,-42784,-6.124511502068511,2022-08-19
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-08-23,717921,210825,254934,-44109,-6.143990773358071,2022-08-26
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-08-30,720081,202258,249934,-47676,-6.620921812962709,2022-09-02
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-09-06,721678,205277,241626,-36349,-5.036733834203066,2022-09-09
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-09-13,742244,207778,219615,-11837,-1.5947585969034443,2022-09-16
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-09-20,657952,206564,173115,33449,5.083805505568796,2022-09-23
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-09-27,654142,208736,174939,33797,5.16661519975785,2022-09-30
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-10-04,640458,199391,155709,43682,6.820431628615772,2022-10-07
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-10-11,639348,196136,158637,37499,5.865193916302233,2022-10-14
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-10-18,640469,202703,154553,48150,7.517928268190967,2022-10-21
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-10-25,666719,226734,151825,74909,11.235468015760762,2022-10-28
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-11-01,671729,239770,133980,105790,15.74891064700199,2022-11-04
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-11-08,667902,232317,124718,107599,16.109998173384717,2022-11-11
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-11-15,682575,239369,126703,112666,16.506024978940044,2022-11-18
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-11-22,680873,239598,116486,123112,18.081492436915546,2022-11-25
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-11-29,695776,241122,118875,122247,17.56987881157154,2022-12-02
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-12-06,711537,245063,120180,124883,17.55116037535645,2022-12-09
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-12-13,772800,236415,111700,124715,16.138069358178054,2022-12-16
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-12-20,725968,249149,106877,142272,19.597558019086243,2022-12-23
EURO FX - CHICAGO MERCANTILE EXCHANGE,2022-12-27,728387,251887,105725,146162,20.066530566855256,2022-12-30
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-01-03,712030,222543,92628,129915,18.245719983708554,2023-01-06
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-01-10,746163,238623,103641,134982,18.090149203324206,2023-01-13
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-01-17,753915,228279,101295,126984,16.843278088378664,2023-01-20
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-01-24,777569,237743,103394,134349,17.278080787685724,2023-01-27
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-01-31,796738,246755,96246,150509,18.890651632029602,2023-02-03
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-02-07,781287,238338,73300,165038,21.123863573821144,2023-02-10
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-02-14,788633,236574,72668,163906,20.78355838520579,2023-02-17
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-02-21,789898,236414,71346,165068,20.897381687255823,2023-02-24
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-02-28,803963,240766,78567,162199,20.174933423553075,2023-03-03
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-03-07,821057,233880,85432,148448,18.080108932753756,2023-03-10
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-03-14,745403,222313,82357,139956,18.775883649515766,2023-03-17
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-03-21,737437,215825,70983,144842,19.64127105095079,2023-03-24
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-03-28,732506,222918,77893,145025,19.798472640497142,2023-03-31
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-04-04,747095,225416,82023,143393,19.193409138061423,2023-04-07
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-04-11,759439,244180,80842,163338,21.50771819724823,2023-04-14
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-04-18,766374,242369,78008,164361,21.446578302499823,2023-04-21
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-04-25,772882,243516,74116,169400,21.917964191170192,2023-04-28
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-05-02,779458,246832,73343,173489,22.257645697394857,2023-05-05
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-05-09,794721,260335,80913,179422,22.576728185111506,2023-05-12
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-05-16,789930,258736,71647,187089,23.684250503209146,2023-05-19
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-05-23,781123,250070,76334,173736,22.24182363084943,2023-05-26
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-05-30,775142,241817,76092,165725,21.37995360850012,2023-06-02
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-06-06,781967,236060,77639,158421,20.259294829577208,2023-06-09
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-06-13,818294,226138,74316,151822,18.553478334192842,2023-06-16
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-06-20,732979,229399,84750,144649,19.734398939123768,2023-06-23
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-06-27,732123,223977,78949,145028,19.809239704257344,2023-06-30
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-07-03,725927,221272,78435,142837,19.67649639702064,2023-07-06
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-07-11,736056,224351,84189,140162,19.042301129261904,2023-07-14
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-07-18,783132,264514,85682,178832,22.83548622709837,2023-07-21
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-07-25,772408,250647,73417,177230,22.945127445598697,2023-07-28
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-08-01,755156,240074,68012,172062,22.784960988193166,2023-08-04
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-08-08,760968,228048,78237,149811,19.686898792064845,2023-08-11
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-08-15,760233,232466,72603,159863,21.02815847246831,2023-08-18
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-08-22,750486,239391,80631,158760,21.154292018771837,2023-08-25
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-08-29,748127,230542,83863,146679,19.60616312471011,2023-09-01
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-09-05,754263,235732,99501,136231,18.06147192690083,2023-09-08
EURO FX - CHICAGO MERCANTILE EXCHANGE,2023-09-12,743759,212376,99296,113080,15.203849634088462,2023-09-15
